,x,y,T,P1,P2,P3
0,87.53591466,43.79800386,1,-0.3512901626709953,2.0198014765788663,0.2445071429117509
1,87.56659272,43.82087552,4,0.09337923046513408,2.4644036139334373,-0.7183308671441319
2,87.65752776,43.79091254,2,0.06337234658006466,2.5507988880951404,-0.7533103249430214
3,87.55509731,43.86126433,15,0.18765167162824614,1.5359313890868227,-0.12663150104797755
4,87.54189501,43.91029726,9,-0.3281820279758327,1.626804017111077,0.5031316120011219
5,87.4941871708,43.8450221476,9,-0.3355234671443868,1.6484362316783006,0.5002550091157866
6,87.6140809192,43.8028725424,7,-0.11391092420457982,2.0610691408702273,-0.13986883773041062
7,87.5525487437,43.8988685436,12,-0.16405893466341567,1.7140739059794317,0.2188375746690552
8,87.5063015643,43.8553490935,10,0.033365305372925626,1.943011972624429,-0.22814239603622283
9,87.47979415,43.80486021,1,-0.3501555358643134,2.045824737517816,0.2094290181630248
10,87.51381573,43.96691757,9,-0.3130470508606196,1.5909599613158354,0.5029493518319534
11,87.5539907452,43.8656079683,6,-0.3061883648306148,1.9539563499409287,0.21357695116247438
12,87.51258231,43.89253156,5,-0.3228864182680643,1.9665201867148465,0.22640141386980447
13,87.5454729362,43.8939344419,1,-0.06617949935788482,2.401798781182983,-0.49655587429267184
14,87.53078195,43.88691805,7,-0.22789974070857913,1.9726884175789692,0.08686666587635072
15,87.59153821,43.86723355,12,-0.14333539289861097,1.717519809150973,0.18631757075543443
16,87.49916204,43.95816751,1,-0.14340674785949897,2.273529984714261,-0.3062314200860796
17,87.64692493,43.80969041,6,-0.05638618396122028,2.176150401802587,-0.308923048746867
18,87.5707773447,43.8823828732,13,-0.29436879746927314,1.5020103814023198,0.5210102704434221
19,87.58764802,43.88795176,18,-0.20847622531438956,1.2830025364791693,0.5893524582958831
20,87.5891720199,43.8857890546,12,-0.32718237779502074,1.683756582157144,0.4667233626075116
21,87.5969921692,43.84016872,7,0.07088304107913006,2.223461588133238,-0.49867716511162125
22,87.4969961708,43.8410791476,12,-0.2930638638891926,1.7048894323624095,0.4095808254944674
23,87.6310419275,43.7908728583,6,0.04192547369743801,2.27481644810597,-0.506614671217118
24,87.55377655,43.83392649,11,-0.1317123766342983,1.7882426091980632,0.11308402581325908
25,87.57855053,43.8670003,12,-0.05999650806467335,1.7388587710666616,0.05272437121694091
26,87.5456229362,43.8987524419,1,-0.005424207247057438,2.502402463343007,-0.6414503681328214
27,87.6104375159,43.7974575969,9,-0.3506367529294877,1.7880679233177412,0.4241706208955334
28,87.6206563427,43.8320821627,10,0.20494794260163038,2.017932287871018,-0.48978357975441805
29,87.5963750199,43.8801730546,6,-0.25709761391519714,1.99163668378761,0.10851101605852108
30,87.5581837452,43.8659019684,21,-0.20925950305469818,1.2770685750202158,0.5589322582052206
31,87.63445106,43.76675933,9,0.0018024545110534324,2.009066343794721,-0.24189058895238008
32,87.54317503,43.89837999,9,-0.3223989279518535,1.6119190770309204,0.5038585260004603
33,87.7061286474,43.8229589326,1,0.03947029416269522,2.569995667175516,-0.7426372521065441
34,87.529566214,43.8804830404,6,-0.08611696136720826,2.1455601113330407,-0.24709884510561997
35,87.6667664686,43.8846014897,24,-0.15323363866676493,1.080230644404204,0.6545545325869511
36,87.4679603901,43.8356633285,17,-0.24428927517755453,1.4504249595865013,0.5120612312841827
37,87.5996519011,43.8899047974,3,-0.33776316370150705,1.8336140994345835,0.4025692163224934
38,87.5257570541,43.823699828,14,-0.26361239467656883,1.5995738867581815,0.44759462721762966
39,87.57250953,43.8657453,11,-0.3377836527664377,1.7237964607079117,0.4525986080559316
40,87.6295761,43.79107013,19,-0.174397056313005,1.3751572880742307,0.4090838578523166
41,87.5744293447,43.8836788732,7,-0.34312735974123537,1.718397670914545,0.4760425406804126
42,87.58315063,43.84051724,11,0.1137340235814022,1.8876907435383858,-0.28267547151922123
43,87.53290311,43.87733294,19,-0.20585248822572502,1.3808104196835969,0.46950872417719486
44,87.6498447201,43.8057340459,18,-0.23065142957749868,1.3482593984389957,0.5628034571708389
45,87.5293225124,43.8604966875,11,-0.3374845264161214,1.7244804136311438,0.45176378675981477
46,87.56290679,43.85207716,19,-0.22861757546696115,1.3627417105110384,0.5362144761161601
47,87.5576994822,43.8425270396,11,0.004414874259436185,1.8429190733187348,-0.1129811891522246
48,87.5654736309,43.8596484812,15,-0.28665946522388297,1.486815932569236,0.5336537972865282
49,87.6068989868,43.8222373993,6,-0.324052721006872,1.6810727968368522,0.48408276415702006
50,87.5428838462,43.8528734453,6,-0.16609697016020178,2.0670565009580986,-0.0797246372086191
51,87.6303973719,43.971197814,7,-0.2693136231404178,1.946185612441819,0.16838888792278153
52,87.58033601,43.8961734,9,-0.13745646974693207,1.920246728536109,0.011198117008300512
53,87.46346342,43.80882789,2,-0.24472349802420992,2.120865290870749,-0.04142936642383345
54,87.5459353486,43.8644608774,8,-0.21125879597656258,1.9360103497598904,0.09740856493070227
55,87.6080869011,43.8973827974,3,-0.34932172386885924,1.9613238417213001,0.28279679109226546
56,87.5447733968,43.800891212,11,-0.3273257157322802,1.59944338558561,0.5095809439508511
57,87.5417489362,43.8897634419,10,-0.08602528628829176,1.8787013349587136,-0.023036752026995733
58,87.59030692,43.81619207,11,-0.31561326692717007,1.5687041303233822,0.5103666728926277
59,87.5256065785,43.855819173,1,-0.3313897385414089,1.889455082108178,0.3647200027840462
60,87.6110476298,43.8126997844,6,0.11687437890702115,2.3399442911828694,-0.6456993084750635
61,87.5562967452,43.8603239684,15,0.04589990892196487,1.5425175281818984,0.040367304110136254
62,87.5157086195,43.8842406787,4,-0.0679852188056426,2.2728670762074863,-0.3791179849223682
63,87.5464429003,43.8703152878,10,0.10995665632963511,1.981277599348983,-0.3510153942882399
64,87.5957531714,43.9061537244,7,-0.33894108265932604,1.8862157720743313,0.3256364908391406
65,87.6553397201,43.8063330459,9,-0.34726873519282053,1.799815283976089,0.4100510591371221
66,87.5567549441,43.8761723804,17,0.01114828812360198,1.418578736229096,0.13699205355976965
67,87.60695484,43.89729598,3,-0.3303923380824171,2.0150247744949334,0.19155011676334027
68,87.5819298407,43.8722058698,11,-0.24268896957493485,1.7646105525036058,0.29052670654621676
69,87.6674118533,43.843481204,11,-0.34404787892442046,1.6918187660137227,0.4804329922796423
70,87.5777338752,43.8212257667,17,-0.2363224559490866,1.3537856485397606,0.5667022505474456
71,87.5675506309,43.8628824812,10,0.19316350920302847,2.014221745324062,-0.4734587651581435
72,87.62897259,43.89663927,6,0.06774533521499926,2.2986654135770714,-0.5559162441991585
73,87.5829655919,43.865964449,6,0.1021501797176045,2.3282188713310674,-0.6193913969033497
74,87.5500549902,43.9140147815,8,-0.26231739314877667,1.9093100106645715,0.19242976574179577
75,87.58922715,43.8606433868,10,-0.3097085913031131,1.5688423657363122,0.5054149125210905
76,87.4804228,43.78925826,4,-0.30428266050192937,2.014216343897547,0.15117673896402412
77,87.5713765255,43.8684264952,14,-0.23651100981557857,1.5972817852638141,0.412803108541845
78,87.6303973719,43.971197814,10,-0.31110328167088697,1.5716527843433172,0.5057674377110929
79,87.5327588274,43.8157122262,7,-0.25621887833848567,1.9544057036134377,0.1424846505268538
80,87.52443995,43.89100605,10,0.0013313681569989831,1.9256910766831121,-0.17431552617644666
81,87.4829322235,43.7603648625,4,0.07172278588847972,2.442162691699072,-0.676153376181316
82,87.5514000638,43.7906853989,3,-0.31655760906097347,1.7572379522740698,0.4431329932106661
83,87.4966156534,43.8489735239,1,-0.27263361377007167,2.122635775062933,-0.00955028568085986
84,87.5236934592,43.9023839383,4,-0.08112226864736752,2.256019623564906,-0.3497459922147451
85,87.55888843,43.84464691,5,-0.19395260206714698,2.083090839981014,-0.06036387698611502
86,87.6109089319,43.8699606856,6,-0.331650847848092,1.7040388093458925,0.47805082264242754
87,87.45185326,43.91106687,6,-0.3166082734702534,1.6617880647083454,0.4870356787146783
88,87.5739993447,43.8846208732,10,0.2042598496504183,2.0177230432933664,-0.4888376527397491
89,87.6118406298,43.8177827844,20,-0.09159869351136143,1.2589466141769379,0.29011996856503414
90,87.5042920606,43.8913700012,19,-0.22594047400005418,1.3759801249572312,0.5167838058302298
91,87.52377047,43.87979046,17,-0.22504767890289212,1.453324048039669,0.48306088198700103
92,87.5168775771,43.840121407,1,0.003111932894104435,2.515844063863682,-0.661141333447458
93,87.5595538866,43.7949469208,6,-0.35066115930632374,1.7888963175776353,0.4363551574309718
94,87.6458920576,43.8071343491,15,0.09723562003551221,1.542522604771622,-0.02437810619805743
95,87.6268635648,43.9531347881,7,-0.051062084729117746,2.1172656597960438,-0.26561366517868096
96,87.48433688,43.837293,1,-0.24922315612597895,2.1401468813616784,-0.05903844385953527
97,87.5820944182,43.7944318672,5,-0.3415651505674788,1.9365511460316849,0.2852254403790275
98,87.6079089188,43.8386201095,17,-0.2124541780351171,1.2940176653533435,0.585034575058714
99,87.5194640926,43.8608906062,3,-0.3383020160351413,1.8361352974372427,0.4008607662492355
100,87.551494072,43.8349989398,3,0.04902074733000765,2.4773452124527617,-0.6790197667991691
101,87.58793592,43.79533369,11,-0.3021183732790123,1.7542605788159324,0.38315517198144383
102,87.6454937296,43.8127783195,14,-0.30759249505809727,1.5644588111554578,0.5142579307696
103,87.6196765648,43.9523257881,11,-0.3333857993366284,1.6191556748434426,0.5070485938638113
104,87.5709766447,43.8891660945,8,0.017403454562398182,2.1011319336930794,-0.3357686474321619
105,87.6318845973,43.8204966172,18,-0.1561568155586451,1.4062045772069978,0.38176308637610806
106,87.6575136163,43.837603698,21,-0.1962371092675949,1.3201232573421713,0.42434978110041444
107,87.6081480677,43.7787377846,13,-0.32232614955056205,1.6154857567663945,0.5010910414123669
108,87.5868753843,43.7784851456,22,-0.209710096681133,1.2688388493382423,0.5420401953431154
109,87.5906883438,43.8087105895,17,-0.08294840290287396,1.4362917708245277,0.2626502920133818
110,87.5892494074,43.8715298121,9,0.13192004923120304,2.0869489703866333,-0.46041645831648886
111,87.5928593969,43.7857899093,15,-0.24737174671447404,1.3862772506381873,0.5467591572551401
112,87.64814008,43.94297969,7,-0.33606235756245545,1.6917555220831124,0.48549434647906614
113,87.5474188798,43.9100376677,9,-0.02962557504299887,1.9882388716463406,-0.1856124874785949
114,87.6349306415,43.8429225774,7,-0.26305784364455714,1.9501096831218252,0.15598384605712404
115,87.531102214,43.8836930404,11,0.1433238268218525,1.897953613917265,-0.3255240220713592
116,87.5490579902,43.9135507815,9,-0.1735958904484984,1.9009922803040418,0.07655617487601266
117,87.4120316311,43.9844746432,6,-0.23758273504510133,2.006442299115267,0.06826105802118115
118,87.4110347406,43.8392424489,2,-0.2882257502900563,2.0842205538987684,0.054512349188055365
119,87.6523935502,43.7780053127,19,-0.10835808405741033,1.3506589383318712,0.30167385262832175
120,87.5756088751,43.8275667668,21,-0.1465906157309639,1.098474416054779,0.6689876811663351
121,87.5732488752,43.8249847667,17,-0.24883705530246475,1.3945933794354235,0.5529686461687857
122,87.5902063969,43.7855589093,19,-0.21744125830684646,1.3806956103638663,0.494116977685382
123,87.6050887116,43.7907420985,17,-0.25378256847862046,1.4249979125015557,0.5393993986051041
124,87.6000539516,43.7901943761,17,0.061790061357004045,1.402664270558171,0.08117442780773625
125,87.59770704,43.77093457,20,-0.1502801308597407,1.3272181270254615,0.3552138958069369
126,87.4584028129,43.7921394919,6,-0.19030307610711344,2.045320882786588,-0.029360199398346963
127,87.5018890817,44.0371440712,3,-0.3451310616139053,1.873410316352189,0.37298392532822805
128,87.6269441124,43.7887886781,19,-0.02526395712754269,1.281110597392782,0.2157657776990591
129,87.6176997179,43.7885637205,27,-0.1468792645241314,1.1602880969618963,0.3815208036282714
130,87.6153105159,43.7963545969,29,0.002473634511649314,1.0874436070150673,0.31639469488663685
131,87.6112259207,43.7661877415,16,-0.2685414195411216,1.4862247135041666,0.5211169441193986
132,87.648486387,43.8176442836,11,-0.21657977845213314,1.768218582202972,0.25002119611480433
133,87.5662118036,43.8081123811,21,-0.17576282992845702,1.1819928270184614,0.6190242360222654
134,87.6090307116,43.7904860985,24,-0.19689767450191178,1.2608837435700504,0.4350294687815245
135,87.617800096,43.7425473768,11,-0.3421740527089607,1.6606211574417902,0.495885931640108
136,87.6515349102,43.7867014448,14,-0.2099634649960428,1.5943524346268612,0.3770873814998702
137,87.6515349102,43.7867014448,11,0.2073521012319839,1.9161400580427368,-0.4133054593797385
138,87.6131579516,43.7709792753,29,-0.34686442710422183,0.9577310425302885,0.6601204805449796
139,87.6394712285,43.785201266,19,-0.17849263183542716,1.2041587628959824,0.6201123328970839
140,87.6299888192,43.7842303984,29,-0.007263790557275216,0.9714683649200639,0.5087910771119525
141,87.6823133076,43.7710243611,3,-0.03692977694850856,2.3632588484066783,-0.49138462900345725
142,87.6274102992,43.796041309,17,-0.07904951572234277,1.435784764432865,0.25689247097060813
143,87.6221362104,43.7885938309,19,-0.22763430586050323,1.3533508880464193,0.5442461777730586
144,87.6390393725,43.7993713542,23,-0.16811126439016189,1.138099115353107,0.6250764476363626
145,87.6351753725,43.8015973542,29,-0.03154898913814708,1.0903171826800835,0.3250482711653817
146,87.6160417179,43.7839547205,19,-0.2284337515014982,1.3597973271076667,0.5389703128277763
147,87.6163955159,43.7981405969,21,-0.2207999555878738,1.3156808110949958,0.5210924367475387
148,87.62838,43.800451,19,-0.1722835212972311,1.1883082856153377,0.6276669211811046
149,87.6230205548,43.9408891473,4,-0.11365336423806516,2.214678168869513,-0.27657009300902524
150,87.678550222,43.8283218152,7,-0.3488703577422965,1.8635665869215101,0.3615065461527629
151,87.6142376298,43.8130817844,19,-0.19731114524357604,1.2539744357206044,0.5966933504688376
152,87.641987457,43.8413192513,10,0.056654807360675005,1.955232125031647,-0.26643916140255486
153,87.6429690425,43.8138686744,10,-0.07649143559118267,1.8836092363758599,-0.03970964493394979
154,87.611273086,43.8710316929,4,-0.34334928319881053,1.82133370623343,0.41188088725325434
155,87.6529948346,43.8710869494,4,-0.2546194001988692,2.0583493580728787,0.038674277284629806
156,87.5213897226,43.8336445501,5,-0.03055745158969742,2.2643576949894486,-0.41399964873526635
157,87.5957255916,43.8233892618,4,-0.3352375771031441,1.977016293860882,0.23655062612457262
158,87.6256496292,43.8165520841,2,-0.3008021188027737,2.0750134908279687,0.08272259010366832
159,87.5995917701,43.767391803,13,0.2211454259470467,1.717925601229929,-0.28203325805261964
160,87.617981966,43.7800397923,4,-0.0049287387252431696,2.352938310403923,-0.5174726999324827
161,87.5171692838,43.905946243,4,-0.35158410453939554,1.9074199620741794,0.33684231631960343
162,87.4957807933,43.8273410399,4,0.08029081541144044,2.451158524611562,-0.6930032954245307
163,87.5554592113,43.8195742159,5,-0.14466488328682026,2.1343744163887712,-0.167324520735414
164,87.4339466149,43.8739001727,11,-0.32837342479217907,1.7384856325131401,0.43036054184540834
165,87.4568159673,43.8515655855,3,-0.18332610010959688,2.1636133385901215,-0.15260315172604122
166,87.5126606771,43.8767516278,7,-0.16554289624447105,2.018077901942917,-0.03642757433924447
167,87.4117469328,43.8746887505,17,-0.2505233298007395,1.4441505741846388,0.5238598194863313
168,87.393903,43.842312,6,-0.33850482528438547,1.9158820774252863,0.29856973143570287
169,87.3012844215,43.8668041761,7,-0.35336809892367854,1.8438529151424552,0.3862255737754918
170,87.5389009639,43.7929917563,11,-0.3385824929885787,1.6402454788385887,0.5024540454387513
171,87.6601750867,43.9590802503,13,-0.00021411798829365546,1.679704037354476,0.015162033035717986
172,87.6634362226,43.9539792506,8,-0.18872278708141296,1.949167172782609,0.05516321098633351
173,87.649144396,43.9501591965,19,-0.21348646195246493,1.3810745386341872,0.4853863267888751
174,87.6347582281,43.9632910739,6,7.311716203884907e-05,2.2338862943648707,-0.42411149596708314
175,87.6203715804,43.82840637,1,-0.09602203049954845,2.3512192674552645,-0.4232717970422619
176,87.4920603434,43.9043104195,5,-0.3443454215546369,1.7880235489867047,0.4353200118924617
177,87.5890477597,43.8167151798,16,-0.25880695786026825,1.4093801965706527,0.5515339655783097
178,87.5733756836,43.8182565941,9,-0.34823696287956185,1.7969447755623345,0.41372932495169273
179,87.5910734116,43.774770429,11,-0.33059817677864306,1.7359004000885692,0.43509440544743283
180,87.5938113016,43.7772984662,13,-0.048838694795962916,1.6684443452315016,0.08950286938157027
181,87.5940430616,43.802659302,17,-0.0231871352458975,1.4265656126910542,0.1795393196088816
182,87.5951668316,43.8030112902,16,-0.24742986718673077,1.4980307194408102,0.49032198355156364
183,87.603408078,43.8426623919,6,-0.3013888560342985,1.9580098835043753,0.20271689654548594
184,87.5392030643,43.8998812551,1,-0.27453273401410005,2.1214140989076595,-0.005602011248109708
185,87.4667658266,43.4745764584,7,-0.3496691533340026,1.7500403711393027,0.460956157976235
186,87.4888002734,43.8867851571,12,-0.327118565453485,1.5957066606902,0.5115285988661076
