,C,P1,P2,P3
0,17.06636679867358,-0.0019521869061225965,0.015727261686623466,2.0272777533379043e-05
1,16.997219467884648,-0.0019372026266328284,0.015735278024088684,1.0744668885157797e-05
2,17.18104623868234,-0.0019555345061163434,0.015728508442013824,-8.932887689119817e-06
3,16.842245787519758,-0.001909563474018526,0.015739331011404192,1.033050270567615e-05
4,16.613777431880287,-0.0018821774476116865,0.015767920724486517,9.847170097498914e-06
5,16.8525045602731,-0.0019212003789809994,0.015736621186358664,2.7121552236851693e-05
6,17.11244470202775,-0.0019470397685087295,0.01572572977348203,5.751878714454518e-07
7,16.67627603252052,-0.001888051508970933,0.015759651722661215,7.99100900511474e-06
8,16.819955094573608,-0.0019146490023690993,0.015740575628706066,2.3211771979380572e-05
9,16.99647508781366,-0.0019481382208939475,0.015727710729165623,3.393101552101011e-05
10,16.355791881897524,-0.0018490334340489846,0.01579172112894478,1.2942798988582055e-05
11,16.80367214019442,-0.0019096357885962198,0.015752247626519937,1.02772054531154e-05
12,16.656819696592823,-0.0018938387798759964,0.01576356000013076,1.8770508565162623e-05
13,16.667480504240668,-0.0018942283450921592,0.015770589019521823,1.0236125680133023e-05
14,16.69880014066412,-0.0018966110854579752,0.01575945601790068,1.4507963704922262e-05
15,16.83737085787199,-0.0019068251644311879,0.015747340468857174,7.051197970773561e-07
16,16.36225135064757,-0.0018563733034682526,0.01579694652743833,1.7522442337779753e-05
17,17.103739615327544,-0.0019429979045575466,0.015731525163477485,-8.007537943583104e-06
18,16.76103351289052,-0.001897532134646763,0.015751918220609503,4.676284454071308e-06
19,16.761287043096225,-0.0018927282423386513,0.015749019186466467,-3.3238853171160126e-08
20,16.758257194783845,-0.0018957938533869863,0.01575550113622543,-2.2413320399780265e-07
21,16.943805930216588,-0.001924526536574537,0.015741640892555468,1.5948339445984346e-06
22,16.877841519788326,-0.0019227017405003923,0.01573132078405336,2.6698807138635138e-05
23,17.17222573523728,-0.001954549838481338,0.015722357181111746,-2.5048300955642956e-06
24,16.94781254302422,-0.001927237707098171,0.015731958012494135,1.2890666926285892e-05
25,16.828894560707045,-0.0019069876054451725,0.015746643426976837,3.972739341937155e-06
26,16.647402100129028,-0.001891372462255066,0.015772739775496772,9.826694035316086e-06
27,17.137027312591723,-0.0019497644711738973,0.015720678775282514,1.949562332111002e-06
28,17.00065848329346,-0.0019284095381457448,0.015735428102156265,-3.5373757415228194e-06
29,16.773862958405545,-0.001900901433510595,0.015760691296779462,-1.563177453360598e-06
30,16.83813711116664,-0.0019049940267999118,0.015734168731281487,9.162633267699189e-06
31,17.282406473526585,-0.0019684014029747042,0.015708001162204097,-1.1484892634063427e-06
32,16.66457968045607,-0.0018892218027734284,0.015762680941428908,1.0438361410207084e-05
33,17.07676761455884,-0.0019360963043022344,0.015746335010247206,-2.345538603652688e-05
34,16.722761081258916,-0.001900744202181071,0.015757755017941036,1.5321911049651082e-05
35,16.845376167862312,-0.0018927550339043597,0.015743678553134258,-1.932199628841818e-05
36,16.889737452510573,-0.0019245314420969133,0.015721445653407252,3.455545125165163e-05
37,16.729205058026256,-0.0018960233510973048,0.015768850625908108,-3.171743238270788e-06
38,16.977246448394524,-0.001932630785095173,0.015722415928632237,2.0770647935803134e-05
39,16.827560434959324,-0.001908044788422512,0.015747034366276794,5.591756720125032e-06
40,17.19786583406946,-0.0019505404462937242,0.015706382669300297,-2.0451367781591095e-06
41,16.745242454579536,-0.001898542659231075,0.015760019984085438,3.667002384033025e-06
42,16.941105713495922,-0.0019231693215582065,0.015736254101465293,5.011591145486155e-06
43,16.76690554493826,-0.0018987694337821923,0.01574057898500158,1.465392799455175e-05
44,17.14772029506487,-0.0019417790800598696,0.015715110465406308,-8.252810707107391e-06
45,16.81765684906867,-0.001911239332268916,0.01574271130877548,1.6928896820976027e-05
46,16.89524029410774,-0.0019138765069957257,0.015730670142327596,9.112218105411692e-06
47,16.914354804777656,-0.00192202610873199,0.015735985193007923,1.1203295052833072e-05
48,16.85665161105838,-0.0019105166921323125,0.015739082912953107,7.85136721556689e-06
49,17.023918732522663,-0.0019356148605258819,0.015735301336421207,6.62263138484975e-07
50,16.84911825478461,-0.0019172994943050217,0.015746048717424008,1.4103375373200307e-05
51,16.426400433113734,-0.0018476485622929907,0.01580135508054372,-1.73785142025941e-05
52,16.7018924488995,-0.0018905448768317002,0.015763400395913216,1.1706830265710566e-06
53,16.969407972439107,-0.0019454275262416598,0.015727507951397046,3.781369706556785e-05
54,16.806846693064113,-0.0019097368035475883,0.01574891719589788,1.2404158955538333e-05
55,16.70432759859905,-0.0018916033212987163,0.01577256470993941,-5.891468862060777e-06
56,17.081403114708447,-0.0019474007246797552,0.015716741997960255,1.7861861130936832e-05
57,16.701767295762977,-0.0018940365711219034,0.015757556305043767,1.1467501721668799e-05
58,17.048507406628147,-0.0019378647235632155,0.01572569595163846,5.287930164923037e-06
59,16.813094998683358,-0.0019170243002786663,0.01575267000898693,1.8267972923803784e-05
60,17.06688985832824,-0.0019413784813116872,0.01573122117111157,4.6095170133349586e-07
61,16.847079639854414,-0.0019101259517797235,0.015738965940250364,1.010445405551924e-05
62,16.691989551469476,-0.001899081764902644,0.015761231952135094,1.8600121935028174e-05
63,16.786934290454756,-0.0019056352209582102,0.015749104109005558,1.180490574087382e-05
64,16.66754378921003,-0.0018852577321760763,0.01577099434244006,-3.5084937538482942e-06
65,17.129728777650673,-0.001944079361918049,0.015726718590730524,-9.711447362927873e-06
66,16.785312557317702,-0.0019000493736318301,0.015743601132414842,8.703563514751017e-06
67,16.703854671848354,-0.001891655181491995,0.015772474090725866,-5.600727405146453e-06
68,16.80742269784075,-0.001904173535663595,0.015750346566678782,2.7011985445301277e-06
69,16.987296768629538,-0.0019210411190729681,0.015741427247921144,-1.5913874516949086e-05
70,17.031320822274612,-0.0019330693533042124,0.01572000433057526,7.991510592010673e-06
71,,,,
72,16.729230242074244,-0.0018911293470444852,0.01576951183380413,-1.1047030067091752e-05
73,16.82345022654988,-0.001909384132799459,0.015753741314583694,2.9540164509763225e-06
74,16.602365008472106,-0.0018802979119727744,0.015771169862871325,7.477135444872857e-06
75,16.858914088816505,-0.0019113631552035123,0.015746749955753495,1.8259703311574414e-06
76,17.070335264163916,-0.0019568751537020618,0.01571708226837886,3.498945204823524e-05
77,16.8220180764219,-0.0019055510695658612,0.015744496932537412,5.653958281036115e-06
78,16.43314655157381,-0.001846759381414958,0.015797668267530873,-1.7401799298917206e-05
79,17.001337079263585,-0.001939567383501479,0.01572772766972387,1.9646251852459794e-05
80,16.683315789445537,-0.0018932829550004275,0.015757315933120884,1.5802069606016354e-05
81,17.196743180879164,-0.0019748153686585277,0.01570420985679002,3.66342999876439e-05
82,17.112642330546205,-0.00195602144451931,0.015722257044278005,1.7018842184632083e-05
